post_id,user_verdict,dimension,Claude,DeepSeek,Gemini,GPT-4o-mini,Qwen,mean,median,std,min,max,count,agreement
106tbjg,Y,Proportionality,0.0,0.0,-1.0,1.0,2.0,0.4,0.0,1.019803902718557,-1.0,2.0,5,0.495097567963924
106tbjg,Y,Purity,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
106wknq,N,Authority_Family,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143
106wknq,N,Authority_Society,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143
106wknq,N,Care_Harm,0.0,-1.0,-1.0,-1.0,0.0,-0.6,-1.0,0.4898979485566356,-1.0,0.0,5,0.6711869097939005
106wknq,N,Equality,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
106wknq,N,Loyalty,-1.0,-1.0,-1.0,-2.0,-1.0,-1.2,-1.0,0.4,-2.0,-1.0,5,0.7142857142857143
106wknq,N,Proportionality,2.0,0.0,2.0,2.0,2.0,1.6,2.0,0.8000000000000002,0.0,2.0,5,0.5555555555555555
106wknq,N,Purity,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
107cwki,Y,Authority_Family,-2.0,-2.0,-2.0,-1.0,-1.0,-1.6,-2.0,0.4898979485566356,-2.0,-1.0,5,0.6711869097939006
107cwki,Y,Authority_Society,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.6711869097939006
107cwki,Y,Care_Harm,-1.0,-1.0,-2.0,2.0,1.0,-0.2,-1.0,1.469693845669907,-2.0,2.0,5,0.4049084876464714
107cwki,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
107cwki,Y,Loyalty,1.0,0.0,1.0,0.0,-1.0,0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
107cwki,Y,Proportionality,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
107cwki,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
107fnlm,N,Authority_Family,-1.0,-1.0,-2.0,-1.0,-1.0,-1.2,-1.0,0.4,-2.0,-1.0,5,0.7142857142857143
107fnlm,N,Authority_Society,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.7142857142857143
107fnlm,N,Care_Harm,1.0,2.0,2.0,1.0,1.0,1.4,1.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
107fnlm,N,Equality,0.0,0.0,-2.0,-2.0,-2.0,-1.2,-2.0,0.9797958971132712,-2.0,0.0,5,0.505102572168219
107fnlm,N,Loyalty,-1.0,-2.0,-1.0,-2.0,-1.0,-1.4,-1.0,0.4898979485566356,-2.0,-1.0,5,0.6711869097939006
107fnlm,N,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
107fnlm,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
109i1ro,N,Authority_Family,-1.0,0.0,-1.0,0.0,-2.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
109i1ro,N,Authority_Society,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.5719739151027539
109i1ro,N,Care_Harm,2.0,2.0,1.0,2.0,2.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
109i1ro,N,Equality,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
109i1ro,N,Loyalty,1.0,1.0,1.0,0.0,-1.0,0.4,1.0,0.8,-1.0,1.0,5,0.5555555555555556
109i1ro,N,Proportionality,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.8000000000000002,0.0,2.0,5,0.5555555555555555
109i1ro,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
109wtph,Y,Authority_Family,1.0,2.0,2.0,2.0,1.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
109wtph,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939006
109wtph,Y,Care_Harm,-1.0,1.0,-1.0,1.0,-1.0,-0.2,-1.0,0.9797958971132712,-1.0,1.0,5,0.505102572168219
109wtph,Y,Equality,0.0,1.0,-1.0,1.0,0.0,0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
109wtph,Y,Loyalty,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
109wtph,Y,Proportionality,2.0,2.0,2.0,0.0,2.0,1.6,2.0,0.8,0.0,2.0,5,0.5555555555555556
109wtph,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10bnywp,Y,Authority_Family,0.0,0.0,-1.0,-1.0,,-0.5,-0.5,0.5,-1.0,0.0,4,0.6666666666666666
10bnywp,Y,Authority_Society,0.0,0.0,-0.0,-0.0,,0.0,0.0,0.0,-0.0,-0.0,4,0.6666666666666666
10bnywp,Y,Care_Harm,1.0,1.0,-1.0,1.0,,0.5,1.0,0.8660254037844386,-1.0,1.0,4,0.5358983848622454
10bnywp,Y,Equality,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4,1.0
10bnywp,Y,Loyalty,-1.0,0.0,-1.0,0.0,,-0.5,-0.5,0.5,-1.0,0.0,4,0.6666666666666666
10bnywp,Y,Proportionality,2.0,2.0,2.0,2.0,,2.0,2.0,0.0,2.0,2.0,4,1.0
10bnywp,Y,Purity,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4,1.0
10ge6vj,Y,Authority_Family,2.0,2.0,2.0,1.0,1.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
10ge6vj,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939006
10ge6vj,Y,Care_Harm,-1.0,1.0,-1.0,1.0,1.0,0.2,1.0,0.9797958971132712,-1.0,1.0,5,0.505102572168219
10ge6vj,Y,Equality,-2.0,1.0,1.0,-1.0,-1.0,-0.4,-1.0,1.2000000000000002,-2.0,1.0,5,0.4545454545454545
10ge6vj,Y,Loyalty,-1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
10ge6vj,Y,Proportionality,1.0,2.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
10ge6vj,Y,Purity,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10h7y27,Y,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
10h7y27,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
10h7y27,Y,Care_Harm,1.0,2.0,2.0,1.0,2.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
10h7y27,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10h7y27,Y,Loyalty,2.0,2.0,1.0,2.0,1.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
10h7y27,Y,Proportionality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10h7y27,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10io8qx,Y,Authority_Family,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5555555555555556
10io8qx,Y,Authority_Society,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5555555555555556
10io8qx,Y,Care_Harm,-2.0,-2.0,-2.0,-1.0,-2.0,-1.8,-2.0,0.4,-2.0,-1.0,5,0.7142857142857143
10io8qx,Y,Equality,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
10io8qx,Y,Loyalty,-1.0,0.0,-2.0,0.0,-1.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
10io8qx,Y,Proportionality,2.0,0.0,2.0,0.0,0.0,0.8,0.0,0.9797958971132712,0.0,2.0,5,0.505102572168219
10io8qx,Y,Purity,-1.0,-2.0,-1.0,-2.0,0.0,-1.2,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
10jot1f,Y,Authority_Family,1.0,1.0,1.0,0.0,0.0,0.6,1.0,0.48989794855663565,0.0,1.0,5,0.6711869097939005
10jot1f,Y,Authority_Society,1.0,1.0,1.0,0.0,0.0,0.6,1.0,0.48989794855663565,0.0,1.0,5,0.6711869097939005
10jot1f,Y,Care_Harm,2.0,1.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
10jot1f,Y,Equality,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10jot1f,Y,Loyalty,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
10jot1f,Y,Proportionality,1.0,2.0,-2.0,1.0,1.0,0.6,1.0,1.3564659966250538,-2.0,2.0,5,0.4243642816964924
10jot1f,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10ltdcm,N,Authority_Family,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5,1.0
10ltdcm,N,Authority_Society,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,1.0
10ltdcm,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
10ltdcm,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10ltdcm,N,Loyalty,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10ltdcm,N,Proportionality,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10ltdcm,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10nh3tl,Y,Authority_Family,1.0,2.0,1.0,2.0,,1.5,1.5,0.5,1.0,2.0,4,0.6666666666666666
10nh3tl,Y,Authority_Society,1.0,2.0,1.0,2.0,,1.5,1.5,0.5,1.0,2.0,4,0.6666666666666666
10nh3tl,Y,Care_Harm,1.0,2.0,2.0,1.0,,1.5,1.5,0.5,1.0,2.0,4,0.6666666666666666
10nh3tl,Y,Equality,0.0,0.0,-1.0,0.0,,-0.25,0.0,0.4330127018922193,-1.0,0.0,4,0.6978305207480379
10nh3tl,Y,Loyalty,2.0,2.0,1.0,1.0,,1.5,1.5,0.5,1.0,2.0,4,0.6666666666666666
10nh3tl,Y,Proportionality,0.0,1.0,1.0,0.0,,0.5,0.5,0.5,0.0,1.0,4,0.6666666666666666
10nh3tl,Y,Purity,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4,1.0
10oyrag,Y,Authority_Family,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.5719739151027539
10oyrag,Y,Authority_Society,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.5719739151027539
10oyrag,Y,Care_Harm,2.0,-1.0,2.0,2.0,-1.0,0.8,2.0,1.469693845669907,-1.0,2.0,5,0.4049084876464714
10oyrag,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10oyrag,Y,Loyalty,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
10oyrag,Y,Proportionality,1.0,0.0,1.0,0.0,2.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
10oyrag,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10q1j3m,N,Authority_Family,0.0,-1.0,1.0,-1.0,-1.0,-0.4,-1.0,0.7999999999999999,-1.0,1.0,5,0.5555555555555556
10q1j3m,N,Authority_Society,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.5555555555555556
10q1j3m,N,Care_Harm,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.8944271909999159,-1.0,1.0,5,0.5278640450004206
10q1j3m,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10q1j3m,N,Loyalty,0.0,-1.0,1.0,-1.0,2.0,0.2,0.0,1.1661903789690602,-1.0,2.0,5,0.4616399415807225
10q1j3m,N,Proportionality,0.0,2.0,2.0,0.0,2.0,1.2,2.0,0.9797958971132712,0.0,2.0,5,0.505102572168219
10q1j3m,N,Purity,0.0,2.0,1.0,2.0,2.0,1.4,2.0,0.8,0.0,2.0,5,0.5555555555555556
10skz7u,N,Authority_Family,-1.0,-2.0,-2.0,-1.0,-1.0,-1.4,-1.0,0.4898979485566356,-2.0,-1.0,5,0.6711869097939006
10skz7u,N,Authority_Society,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.6711869097939006
10skz7u,N,Care_Harm,2.0,1.0,2.0,1.0,2.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
10skz7u,N,Equality,0.0,0.0,-2.0,0.0,0.0,-0.4,0.0,0.8000000000000002,-2.0,0.0,5,0.5555555555555555
10skz7u,N,Loyalty,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
10skz7u,N,Proportionality,1.0,2.0,0.0,0.0,0.0,0.6,0.0,0.7999999999999999,0.0,2.0,5,0.5555555555555556
10skz7u,N,Purity,0.0,-2.0,-2.0,-2.0,-2.0,-1.6,-2.0,0.8000000000000002,-2.0,0.0,5,0.5555555555555555
10tibnm,Y,Authority_Family,1.0,2.0,2.0,1.0,1.0,1.4,1.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
10tibnm,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939006
10tibnm,Y,Care_Harm,-1.0,-1.0,1.0,0.0,-1.0,-0.4,-1.0,0.7999999999999999,-1.0,1.0,5,0.5555555555555556
10tibnm,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10tibnm,Y,Loyalty,1.0,1.0,1.0,1.0,0.0,0.8,1.0,0.4,0.0,1.0,5,0.7142857142857143
10tibnm,Y,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
10tibnm,Y,Purity,-1.0,0.0,-1.0,0.0,-1.0,-0.6,-1.0,0.4898979485566356,-1.0,0.0,5,0.6711869097939005
10uj07i,N,Authority_Family,1.0,2.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
10uj07i,N,Authority_Society,1.0,2.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
10uj07i,N,Care_Harm,0.0,1.0,1.0,1.0,1.0,0.8,1.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10uj07i,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10uj07i,N,Loyalty,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10uj07i,N,Proportionality,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.8944271909999159,0.0,2.0,5,0.5278640450004206
10uj07i,N,Purity,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
10vaeu8,Y,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
10vaeu8,Y,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
10vaeu8,Y,Care_Harm,-1.0,-1.0,-1.0,0.0,-1.0,-0.8,-1.0,0.4,-1.0,0.0,5,0.7142857142857143
10vaeu8,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
10vaeu8,Y,Loyalty,2.0,0.0,1.0,2.0,1.0,1.2,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
10vaeu8,Y,Proportionality,1.0,0.0,2.0,1.0,2.0,1.2,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
10vaeu8,Y,Purity,1.0,0.0,1.0,0.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
10y55se,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
10y55se,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
10y55se,N,Care_Harm,1.0,1.0,1.0,2.0,1.0,1.2,1.0,0.4,1.0,2.0,5,0.7142857142857143
10y55se,N,Equality,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
10y55se,N,Loyalty,0.0,0.0,-2.0,0.0,-1.0,-0.6,0.0,0.7999999999999999,-2.0,0.0,5,0.5555555555555556
10y55se,N,Proportionality,2.0,2.0,2.0,0.0,2.0,1.6,2.0,0.8,0.0,2.0,5,0.5555555555555556
10y55se,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
110nz69,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
110nz69,N,Authority_Society,1.0,2.0,1.0,1.0,1.0,1.2,1.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
110nz69,N,Care_Harm,2.0,1.0,2.0,2.0,1.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
110nz69,N,Equality,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
110nz69,N,Loyalty,1.0,1.0,1.0,0.0,0.0,0.6,1.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
110nz69,N,Proportionality,1.0,2.0,0.0,0.0,1.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
110nz69,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
111gbbh,N,Authority_Family,-1.0,-1.0,-2.0,-1.0,-1.0,-1.2,-1.0,0.4,-2.0,-1.0,5,0.7142857142857143
111gbbh,N,Authority_Society,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,0.7142857142857143
111gbbh,N,Care_Harm,1.0,1.0,-1.0,2.0,1.0,0.8,1.0,0.9797958971132712,-1.0,2.0,5,0.5051025721682191
111gbbh,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
111gbbh,N,Loyalty,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5,1.0
111gbbh,N,Proportionality,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.8944271909999159,0.0,2.0,5,0.5278640450004206
111gbbh,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
1146ple,N,Authority_Family,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5555555555555556
1146ple,N,Authority_Society,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5555555555555556
1146ple,N,Care_Harm,-1.0,-2.0,-2.0,-1.0,-1.0,-1.4,-1.0,0.4898979485566356,-2.0,-1.0,5,0.6711869097939006
1146ple,N,Equality,0.0,-1.0,-1.0,0.0,-2.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
1146ple,N,Loyalty,-1.0,-2.0,-2.0,0.0,-1.0,-1.2,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
1146ple,N,Proportionality,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
1146ple,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
114stgg,Y,Authority_Family,-2.0,-2.0,-2.0,0.0,0.0,-1.2,-2.0,0.9797958971132713,-2.0,0.0,5,0.505102572168219
114stgg,Y,Authority_Society,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.505102572168219
114stgg,Y,Care_Harm,-2.0,-2.0,-2.0,-1.0,-1.0,-1.6,-2.0,0.4898979485566356,-2.0,-1.0,5,0.6711869097939006
114stgg,Y,Equality,0.0,-1.0,-2.0,0.0,0.0,-0.6,0.0,0.7999999999999999,-2.0,0.0,5,0.5555555555555556
114stgg,Y,Loyalty,2.0,2.0,-1.0,1.0,0.0,0.8,1.0,1.1661903789690602,-1.0,2.0,5,0.4616399415807225
114stgg,Y,Proportionality,1.0,2.0,-1.0,0.0,0.0,0.4,0.0,1.019803902718557,-1.0,2.0,5,0.495097567963924
114stgg,Y,Purity,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
115r8c7,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
115r8c7,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
115r8c7,N,Care_Harm,1.0,2.0,0.0,0.0,1.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
115r8c7,N,Equality,0.0,2.0,1.0,-1.0,-1.0,0.2,0.0,1.1661903789690602,-1.0,2.0,5,0.4616399415807225
115r8c7,N,Loyalty,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
115r8c7,N,Proportionality,2.0,1.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
