post_id,user_verdict,dimension,Claude,DeepSeek,Gemini,GPT-4o-mini,Qwen,mean,median,std,min,max,count,agreement
d1_104,N,Proportionality,2.0,2.0,2.0,0.0,2.0,1.6,2.0,0.8,0.0,2.0,5,0.5555555555555556
d1_104,N,Purity,-1.0,0.0,-2.0,0.0,-1.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
d1_1042,Y,Authority_Family,2.0,1.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1042,Y,Authority_Society,2.0,1.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1042,Y,Care_Harm,1.0,2.0,1.0,1.0,1.0,1.2,1.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1042,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1042,Y,Loyalty,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1042,Y,Proportionality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1042,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1044,Y,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1044,Y,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1044,Y,Care_Harm,1.0,-1.0,-1.0,2.0,1.0,0.4,1.0,1.2,-1.0,2.0,5,0.4545454545454545
d1_1044,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1044,Y,Loyalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1044,Y,Proportionality,2.0,0.0,0.0,0.0,1.0,0.6,0.0,0.7999999999999999,0.0,2.0,5,0.5555555555555556
d1_1044,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1050,N,Authority_Family,-1.0,0.0,-2.0,-1.0,0.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
d1_1050,N,Authority_Society,-1.0,0.0,-2.0,-1.0,0.0,-0.8,-1.0,0.7483314773547883,-2.0,0.0,5,0.5719739151027539
d1_1050,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1050,N,Equality,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5,1.0
d1_1050,N,Loyalty,0.0,0.0,-1.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
d1_1050,N,Proportionality,0.0,0.0,0.0,-1.0,0.0,-0.2,0.0,0.4,-1.0,0.0,5,0.7142857142857143
d1_1050,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1052,Y,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6125741132772068
d1_1052,Y,Authority_Society,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
d1_1052,Y,Care_Harm,2.0,-1.0,1.0,2.0,-1.0,0.6,1.0,1.3564659966250538,-1.0,2.0,5,0.4243642816964924
d1_1052,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1052,Y,Loyalty,0.0,-1.0,1.0,0.0,-1.0,-0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
d1_1052,Y,Proportionality,0.0,1.0,2.0,1.0,2.0,1.2,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
d1_1052,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1053,Y,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143
d1_1053,Y,Authority_Society,1.0,1.0,1.0,1.0,0.0,0.8,1.0,0.4,0.0,1.0,5,0.7142857142857143
d1_1053,Y,Care_Harm,1.0,2.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1053,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1053,Y,Loyalty,0.0,1.0,1.0,0.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
d1_1053,Y,Proportionality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1053,Y,Purity,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8000000000000002,0.0,2.0,5,0.5555555555555555
d1_1059,Y,Authority_Family,-1.0,1.0,-1.0,-1.0,,-0.5,-1.0,0.8660254037844386,-1.0,1.0,4,0.5358983848622454
d1_1059,Y,Authority_Society,-1.0,1.0,-1.0,-1.0,,-0.5,-1.0,0.8660254037844386,-1.0,1.0,4,0.5358983848622454
d1_1059,Y,Care_Harm,2.0,2.0,2.0,2.0,,2.0,2.0,0.0,2.0,2.0,4,1.0
d1_1059,Y,Equality,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4,1.0
d1_1059,Y,Loyalty,1.0,0.0,-1.0,1.0,,0.25,0.5,0.82915619758885,-1.0,1.0,4,0.5467001677156801
d1_1059,Y,Proportionality,0.0,0.0,-1.0,0.0,,-0.25,0.0,0.4330127018922193,-1.0,0.0,4,0.6978305207480379
d1_1059,Y,Purity,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4,1.0
d1_1067,N,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.495097567963924
d1_1067,N,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.495097567963924
d1_1067,N,Care_Harm,2.0,1.0,2.0,2.0,2.0,1.8,2.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1067,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1067,N,Loyalty,0.0,0.0,-1.0,0.0,-1.0,-0.4,0.0,0.4898979485566356,-1.0,0.0,5,0.6711869097939005
d1_1067,N,Proportionality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1067,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1069,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1069,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1069,N,Care_Harm,2.0,2.0,2.0,2.0,1.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
d1_1069,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1069,N,Loyalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1069,N,Proportionality,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.6324555320336759,0.0,2.0,5,0.6125741132772068
d1_1069,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1071,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1071,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1071,N,Care_Harm,2.0,2.0,2.0,2.0,1.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
d1_1071,N,Equality,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.6324555320336759,-1.0,1.0,5,0.6125741132772068
d1_1071,N,Loyalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1071,N,Proportionality,0.0,1.0,0.0,0.0,2.0,0.6,0.0,0.7999999999999999,0.0,2.0,5,0.5555555555555556
d1_1071,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1072,Y,Authority_Family,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,5,1.0
d1_1072,Y,Authority_Society,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5,1.0
d1_1072,Y,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1072,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1072,Y,Loyalty,-1.0,0.0,1.0,0.0,-1.0,-0.2,0.0,0.7483314773547883,-1.0,1.0,5,0.5719739151027539
d1_1072,Y,Proportionality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1072,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1079,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1079,N,Authority_Society,2.0,1.0,1.0,1.0,1.0,1.2,1.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1079,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1079,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1079,N,Loyalty,2.0,1.0,1.0,1.0,1.0,1.2,1.0,0.4000000000000001,1.0,2.0,5,0.7142857142857142
d1_1079,N,Proportionality,1.0,2.0,1.0,0.0,0.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
d1_1079,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1080,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143
d1_1080,N,Authority_Society,1.0,1.0,2.0,1.0,1.0,1.2,1.0,0.4,1.0,2.0,5,0.7142857142857143
d1_1080,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1080,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1080,N,Loyalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1080,N,Proportionality,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.6324555320336759,-1.0,1.0,5,0.6125741132772068
d1_1080,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1082,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1082,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1082,N,Care_Harm,2.0,2.0,2.0,1.0,2.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
d1_1082,N,Equality,1.0,1.0,2.0,2.0,2.0,1.6,2.0,0.4898979485566356,1.0,2.0,5,0.6711869097939006
d1_1082,N,Loyalty,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.4,0.0,1.0,5,0.7142857142857143
d1_1082,N,Proportionality,0.0,0.0,-1.0,0.0,-1.0,-0.4,0.0,0.4898979485566356,-1.0,0.0,5,0.6711869097939005
d1_1082,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1083,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
d1_1083,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.6711869097939005
d1_1083,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1083,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1083,N,Loyalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1083,N,Proportionality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1083,N,Purity,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1084,N,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1084,N,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1084,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1084,N,Equality,1.0,1.0,1.0,1.0,2.0,1.2,1.0,0.4,1.0,2.0,5,0.7142857142857143
d1_1084,N,Loyalty,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1084,N,Proportionality,0.0,0.0,-1.0,0.0,-1.0,-0.4,0.0,0.4898979485566356,-1.0,0.0,5,0.6711869097939005
d1_1084,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1086,N,Authority_Family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1086,N,Authority_Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1086,N,Care_Harm,2.0,2.0,2.0,2.0,1.0,1.8,2.0,0.4,1.0,2.0,5,0.7142857142857143
d1_1086,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1086,N,Loyalty,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1086,N,Proportionality,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1086,N,Purity,1.0,0.0,0.0,0.0,1.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
d1_1087,N,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1087,N,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1087,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1087,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1087,N,Loyalty,0.0,0.0,1.0,1.0,0.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
d1_1087,N,Proportionality,1.0,0.0,2.0,0.0,0.0,0.6,0.0,0.7999999999999999,0.0,2.0,5,0.5555555555555556
d1_1087,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1088,Y,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1088,Y,Authority_Society,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1088,Y,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1088,Y,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1088,Y,Loyalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1088,Y,Proportionality,-1.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
d1_1088,Y,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1089,N,Authority_Family,1.0,2.0,1.0,0.0,0.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
d1_1089,N,Authority_Society,1.0,2.0,1.0,0.0,0.0,0.8,1.0,0.7483314773547883,0.0,2.0,5,0.5719739151027539
d1_1089,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1089,N,Equality,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1089,N,Loyalty,1.0,1.0,1.0,1.0,0.0,0.8,1.0,0.4,0.0,1.0,5,0.7142857142857143
d1_1089,N,Proportionality,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0.4898979485566356,0.0,1.0,5,0.6711869097939005
d1_1089,N,Purity,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4000000000000001,0.0,1.0,5,0.7142857142857142
d1_1090,N,Authority_Family,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1090,N,Authority_Society,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
d1_1090,N,Care_Harm,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,5,1.0
d1_1090,N,Equality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1090,N,Loyalty,-1.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,0.6324555320336759,-2.0,0.0,5,0.6125741132772068
d1_1090,N,Proportionality,0.0,-1.0,0.0,0.0,0.0,-0.2,0.0,0.4000000000000001,-1.0,0.0,5,0.7142857142857142
d1_1090,N,Purity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
d1_1091,Y,Authority_Family,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857142
